utterance_id,transcription,emotion
Ses03M_script01_3_F017,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",happy
Ses02F_script03_1_F019,"Darling, I believe you're talking nonsense.",happy
Ses03F_script01_3_M006,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",happy
Ses04F_script01_3_F009,I guess this is why I came.,happy
Ses04M_script02_2_M040,"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",happy
Ses02M_impro07_F029,So Congratulations. That's awesome.,happy
Ses03F_script03_1_F021,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,happy
Ses02M_script02_2_M042,What have we got here?,happy
Ses05M_impro08_F027,No.  I'm just gonna go have a fantastic day now.,happy
Ses05F_impro03_M030,[LAUGHTER] I am sil,happy
Ses03M_impro07_F000,Hey.  How's it going?  I haven't seen you in awhile.,happy
Ses03M_script01_3_F034,What am I going to do with a fortune?,happy
Ses05M_impro03_M004,"She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?",happy
Ses04M_impro03_M024,"But, you know, it's like I really love her and I really just -- I can't imagine spending my life with anybody else but her.  So, you know, it's like I know that's the right thing.  And if you have to, you know, if you have to question that, you know, don't- don't do it.  So we're going to do it.",happy
Ses02F_script03_1_F028,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",happy
Ses02M_script03_1_F027,The manager came in and found us rolling around on the floor biting and scratching like panthers.,happy
Ses05F_impro03_M060,[LAUGHTER],happy
Ses01F_impro03_F009,But we're going to have a honeymoon cruise.,happy
Ses01F_script03_1_M037,[LAUGHTER] We were very much younger then.,happy
Ses01M_script02_2_M049,Look what we got here.,happy
Ses01F_script03_1_M018,Who knows?,happy
Ses01F_impro03_M014,Is that your phone?,happy
Ses02M_script01_3_F028,What'll I do with a fortune?,happy
Ses03F_impro03_F021,"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",happy
Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",happy
Ses04M_impro03_M022,"Yeah, yeah.",happy
Ses01F_impro05_M002,Uh huh.,happy
Ses03M_impro03_F027,How long have you guys been going out?,happy
Ses04F_script01_3_M011,I'm embarrassing you.  I didn't want to tell it to you here.  I,happy
Ses02M_impro03_M014,"I know, so",happy
Ses02M_impro07_F018,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",happy
Ses05F_impro03_F028,I know,happy
Ses05F_impro03_F049,L.A. apartment is fine.,happy
Ses05F_script01_3_F017,"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",happy
Ses01M_script02_2_M053,"If we are really quiet, the fish might come.",happy
Ses01M_script03_1_M041,We were very much younger then.,happy
Ses05M_script01_3_F001,It's all right.  It's a good thing.  It's lovely here.  The air is sweet.,happy
Ses03M_script01_3_F015,You started to write me.,happy
Ses01F_script03_1_F021,"Oh Elliott, worms don't pop.",happy
Ses03M_script02_2_F046,No I'm beginning to think you might be right.,happy
Ses05M_impro07_F045,Yeah.  We'll have so much fun.,happy
Ses01M_script03_1_M040,oh...,happy
Ses01F_script02_2_F042,"Hmm.  I noticed that, it's pretty. Big old white moon.",happy
Ses03M_script02_2_M042,"Hey, look what we got here.",happy
Ses01F_impro03_F025,"We renamed Brenda, Lumber Janet.",happy
Ses05F_impro03_F027,"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",happy
Ses02F_impro03_M010,No. I'm just as happy as you are.  This is--,happy
Ses01F_script02_2_F019,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",happy
Ses05F_script03_1_F031,"Oh, ridiculous. utterly ridiculous",happy
Ses02F_impro07_M019,"I mean because you went to the campus before, right?",happy
Ses03F_script01_3_F012,"from her opinion, why else would I come here?",happy
Ses04F_impro06_F008,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,happy
Ses05M_impro07_M009,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",happy
Ses01M_script03_1_M010,With perfect poise...,happy
Ses04F_script01_3_F030,What'll I do with a fortune?,happy
Ses01F_script01_3_M015,Why didn't you let me know?,happy
Ses05F_impro03_F051,"Two artists, though.  We're bound to be poor forever.",happy
Ses05F_impro03_F056,"You won't have trouble, You won't have trouble.",happy
Ses04F_script01_3_M020,"Annie, we're going to live now.  I'm going to make you so happy.",happy
Ses03F_impro07_M034,"Hey, I'm already getting used to it.",happy
Ses03F_script01_3_M013,I-I love you. I have no imagination. That's all I know how to tell it.,happy
Ses01F_script03_1_M008,What shall we do if they suddenly walk in on us.[LAUGHTER],happy
Ses01M_impro07_M033,Pull over..,happy
Ses05F_impro03_F058,"Yeah, totally.",happy
Ses05F_script01_3_F002,It's so lovely here.  The air is sweet.,happy
Ses02F_script02_2_M043,It's not champagne.,happy
Ses05M_impro03_F022,Are they so excited?,happy
Ses01F_impro03_F008,"Yeah.  Well.  You know, because he's leaving the next day.",happy
Ses02M_impro08_F030,Thank you very much bye.,happy
Ses03F_script03_1_F025,yeah. And that was the first time you ever hit me.,happy
Ses03F_script01_3_M009,"I, I guess that's why I asked you to come.",happy
Ses02F_script02_2_M046,Or not.,happy
Ses01F_script03_2_F001,Oh.  You knew there was nothing in that.,happy
Ses01F_script03_1_M010,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?",happy
Ses05M_impro07_F008,That's awesome.,happy
Ses01M_script03_1_M016,"Oh, dear god what is that all mean, dear god?",happy
Ses01F_impro05_M001,Can I help you?,happy
Ses02F_script02_2_M042,"Well, look what we have here.",happy
Ses02F_impro03_F017,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--",happy
Ses03M_impro07_F008,Yeah.  Hopefully it won't be like high school.,happy
Ses05M_impro08_M028,"All right.  Bye, bye.",happy
Ses03M_script01_3_F012,I guess that's why I came.,happy
Ses02M_impro07_M024,"I-I don't know. Kind of a broad,",happy
Ses01M_script03_1_M012,Ah...Strange...,happy
Ses02F_impro03_F023,Thank you. Thank you so much.,happy
Ses01F_script02_1_M044,"About all of that, about all I was talking about.",happy
Ses05F_impro03_F046,I have to think about moving now.  We're going to move in together,happy
Ses03F_script02_2_M041,It's not champagne.,happy
Ses04M_script02_2_M041,"Shh.  If we're very quiet, the fish might come.",happy
Ses05M_impro03_F021,"Oh, my gosh.  You told your parents already? and everything",happy
Ses05F_impro07_M007,"Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together.",happy
Ses05F_impro03_F035,Thank you.,happy
Ses02F_script03_1_F010,"Yes, meaning just that.",happy
Ses05M_script01_3_M042,Annie I am going to make you a fortune.,happy
Ses05F_impro08_M031,"You too, thank you so much, have a wonderful day.",happy
Ses05M_impro07_F031,"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap.",happy
Ses04F_script02_2_F045,Well then I guess we don't need glasses.,happy
Ses04M_impro03_M008,"Yeah. Yeah. So- I know.  I know. I know.  It's weird 'cause it's like the beginning of the rest of my life, you know.",happy
Ses05M_script02_2_M040,Or not.,happy
Ses03F_script01_3_F035,What am I going to do with a fortune?,happy
Ses02M_impro07_F017,"Like you get to be a part of that. Like the, like the- Like a cult.",happy
Ses05F_impro03_F041,[BREATHING],happy
Ses05F_script01_3_F015,I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,happy
Ses04M_script01_3_M037,"Annie, Annie, I'm going to make you a fortune.",happy
Ses03M_impro03_M017,"I got all the character animals to do a conga line,",happy
Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",happy
Ses01F_impro03_F002,Yeah.  In the old town part.,happy
Ses04M_script03_2_F008,"Just a little, perhaps, nothing serious.",happy
Ses05F_script02_2_F015,"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",happy
Ses04M_impro03_M028,"Well, I mean I just told her--Well I just said, you know, hey, these are my suggestions.",happy
Ses05M_impro03_F008,so cute.,happy
Ses01F_script03_1_F020,[LAUGHTER],happy
Ses02F_script03_1_F006,Behave exquisitely.,happy
Ses03F_script03_1_F026,The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],happy
Ses01F_script02_2_M046,[BREATHING],happy
Ses01M_impro07_M032,I'm going to have a mustache...On the force...,happy
Ses01F_script01_3_F021,Not like that you're not.,happy
Ses01M_script03_1_M017,"You mustn't be so serious, darling, it just what they want.",happy
Ses03F_impro03_F020,No. No plans. or any- and probably,happy
Ses03M_impro03_F012,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,happy
Ses01M_script03_1_M004,I don't care then.,happy
Ses05M_impro03_F010,oh.,happy
Ses05M_impro07_F039,good for you.,happy
Ses01M_script01_3_F016,I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.,happy
Ses05F_impro03_F040,There's still time for that.,happy
Ses04F_script01_3_M010,I have no imagination that's all I know to tell you.,happy
Ses05F_script01_3_F000,You're the only one I know who loves his parents.,happy
Ses05F_impro03_M062,"Oh thanks, you're too nice",happy
Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,happy
Ses05M_impro03_M008,"and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing.",happy
Ses05M_impro03_M010,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",happy
Ses01F_script03_1_F022,"Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.",happy
Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",happy
Ses01F_script02_2_M026,Do you want to get married again?,happy
Ses02M_impro07_F024,I will do the best I can.,happy
Ses02M_script03_1_F025,It burned my comb too and all the towels in the bathroom.,happy
Ses03M_impro07_M025,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",happy
Ses03F_script02_2_F044,I noticed that. It's beautiful.,happy
Ses02M_impro03_M031,Hah.,happy
Ses04F_script01_3_M009,"Ann, I love you.  I love you a great deal.  I love you.",happy
Ses05M_impro07_F023,"So when do you know, like, where you're gonna live? and-",happy
Ses03M_impro03_M032,"Yeah, she is good-looking.",happy
Ses02M_impro07_M010,and everything like but,happy
Ses05F_script01_3_F009,I guess this is why I came.,happy
Ses02F_impro03_M009,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",happy
Ses03M_script02_2_M046,Or not.,happy
Ses04M_impro03_M021,"Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-",happy
Ses05M_script01_3_F027,[LAUGHTER] What will I do with a fortune?,happy
Ses02M_script02_2_F045,Or not.,happy
Ses02M_impro07_M025,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",happy
Ses01M_script01_3_F030,What would I do with a fortune?,happy
Ses05F_impro03_M058,yeah.,happy
Ses03M_script01_3_F014,"Look, I almost got married two years ago.",happy
Ses04M_impro03_M030,Yeah.  Well maybe--maybe you're right. Maybe there's something to that.,happy
Ses03F_impro07_F032,[LAUGHTER] Hello? I am not.,happy
Ses02M_script01_3_F001,It's all right.  It's a good thing.,happy
